image,actual,predicted,is_correct
8 (59).jpg,Very Mild Impairment,Very Mild Impairment,True
8 (63).jpg,Very Mild Impairment,Mild Impairment,False
8 (68).jpg,Very Mild Impairment,Moderate Impairment,False
8 (69).jpg,Very Mild Impairment,Very Mild Impairment,True
8.jpg,Very Mild Impairment,Mild Impairment,False
9 (15).jpg,Very Mild Impairment,Mild Impairment,False
9 (17).jpg,Very Mild Impairment,No Impairment,False
9 (22).jpg,Very Mild Impairment,No Impairment,False
9 (23).jpg,Very Mild Impairment,Very Mild Impairment,True
9 (25).jpg,Very Mild Impairment,Very Mild Impairment,True
9 (30).jpg,Very Mild Impairment,Moderate Impairment,False
9 (37).jpg,Very Mild Impairment,Mild Impairment,False
9 (41).jpg,Very Mild Impairment,Moderate Impairment,False
9 (45).jpg,Very Mild Impairment,Mild Impairment,False
9 (52).jpg,Very Mild Impairment,No Impairment,False
9 (57).jpg,Very Mild Impairment,Moderate Impairment,False
9 (59).jpg,Very Mild Impairment,Very Mild Impairment,True
9 (62).jpg,Very Mild Impairment,Very Mild Impairment,True
9 (68).jpg,Very Mild Impairment,Mild Impairment,False
9 (69).jpg,Very Mild Impairment,Very Mild Impairment,True
1 (10).jpg,Mild Impairment,Very Mild Impairment,False
1 (11).jpg,Mild Impairment,Very Mild Impairment,False
1 (14).jpg,Mild Impairment,Mild Impairment,True
1 (15).jpg,Mild Impairment,Moderate Impairment,False
1 (2).jpg,Mild Impairment,Moderate Impairment,False
1 (25).jpg,Mild Impairment,Moderate Impairment,False
10 (12).jpg,Mild Impairment,Mild Impairment,True
10 (2).jpg,Mild Impairment,Very Mild Impairment,False
10 (7).jpg,Mild Impairment,Mild Impairment,True
11 (10).jpg,Mild Impairment,Very Mild Impairment,False
11 (14).jpg,Mild Impairment,Very Mild Impairment,False
11 (22).jpg,Mild Impairment,Moderate Impairment,False
11 (23).jpg,Mild Impairment,Mild Impairment,True
11 (24).jpg,Mild Impairment,Mild Impairment,True
11 (25).jpg,Mild Impairment,No Impairment,False
11 (26).jpg,Mild Impairment,Very Mild Impairment,False
11 (28).jpg,Mild Impairment,Very Mild Impairment,False
12 (11).jpg,Mild Impairment,Very Mild Impairment,False
12 (13).jpg,Mild Impairment,Moderate Impairment,False
12 (16).jpg,Mild Impairment,No Impairment,False
12 (23).jpg,Mild Impairment,Mild Impairment,True
12 (3).jpg,Mild Impairment,Mild Impairment,True
13 (14).jpg,Mild Impairment,Very Mild Impairment,False
13 (22).jpg,Mild Impairment,Mild Impairment,True
13 (27).jpg,Mild Impairment,Very Mild Impairment,False
13 (3).jpg,Mild Impairment,Mild Impairment,True
13 (6).jpg,Mild Impairment,Moderate Impairment,False
13 (8).jpg,Mild Impairment,Very Mild Impairment,False
14 (15).jpg,Mild Impairment,Moderate Impairment,False
14 (23).jpg,Mild Impairment,Mild Impairment,True
14 (28).jpg,Mild Impairment,Mild Impairment,True
14 (7).jpg,Mild Impairment,Mild Impairment,True
15 (14).jpg,Mild Impairment,Very Mild Impairment,False
15 (21).jpg,Mild Impairment,Very Mild Impairment,False
15 (24).jpg,Mild Impairment,Very Mild Impairment,False
15 (27).jpg,Mild Impairment,No Impairment,False
15 (4).jpg,Mild Impairment,Moderate Impairment,False
16 (14).jpg,Mild Impairment,Very Mild Impairment,False
16 (19).jpg,Mild Impairment,Very Mild Impairment,False
16 (2).jpg,Mild Impairment,No Impairment,False
16 (22).jpg,Mild Impairment,Mild Impairment,True
16 (23).jpg,Mild Impairment,Mild Impairment,True
16 (24).jpg,Mild Impairment,Mild Impairment,True
16 (28).jpg,Mild Impairment,No Impairment,False
17 (12).jpg,Mild Impairment,Mild Impairment,True
17 (17).jpg,Mild Impairment,Very Mild Impairment,False
17 (22).jpg,Mild Impairment,Mild Impairment,True
18 (12).jpg,Mild Impairment,Mild Impairment,True
18 (13).jpg,Mild Impairment,Mild Impairment,True
18 (18).jpg,Mild Impairment,Mild Impairment,True
18 (24).jpg,Mild Impairment,Very Mild Impairment,False
18 (25).jpg,Mild Impairment,Mild Impairment,True
18 (8).jpg,Mild Impairment,No Impairment,False
19 (13).jpg,Mild Impairment,Mild Impairment,True
19 (14).jpg,Mild Impairment,No Impairment,False
19 (15).jpg,Mild Impairment,Mild Impairment,True
19 (27).jpg,Mild Impairment,No Impairment,False
2 (11).jpg,Mild Impairment,Very Mild Impairment,False
2 (17).jpg,Mild Impairment,Mild Impairment,True
2 (24).jpg,Mild Impairment,Mild Impairment,True
2 (25).jpg,Mild Impairment,Very Mild Impairment,False
2 (4).jpg,Mild Impairment,Very Mild Impairment,False
20 (17).jpg,Mild Impairment,No Impairment,False
20 (23).jpg,Mild Impairment,Mild Impairment,True
20 (24).jpg,Mild Impairment,Very Mild Impairment,False
20 (28).jpg,Mild Impairment,Mild Impairment,True
20 (3).jpg,Mild Impairment,Very Mild Impairment,False
20 (8).jpg,Mild Impairment,Mild Impairment,True
20.jpg,Mild Impairment,No Impairment,False
21 (16).jpg,Mild Impairment,No Impairment,False
21 (17).jpg,Mild Impairment,No Impairment,False
21 (18).jpg,Mild Impairment,No Impairment,False
21 (19).jpg,Mild Impairment,No Impairment,False
21 (26).jpg,Mild Impairment,Mild Impairment,True
21 (27).jpg,Mild Impairment,Very Mild Impairment,False
21 (4).jpg,Mild Impairment,Mild Impairment,True
21 (9).jpg,Mild Impairment,Very Mild Impairment,False
22 (13).jpg,Mild Impairment,Mild Impairment,True
22 (14).jpg,Mild Impairment,No Impairment,False
22 (18).jpg,Mild Impairment,Very Mild Impairment,False
22 (27).jpg,Mild Impairment,Mild Impairment,True
22 (28).jpg,Mild Impairment,Mild Impairment,True
22 (3).jpg,Mild Impairment,No Impairment,False
22 (5).jpg,Mild Impairment,Mild Impairment,True
23 (10).jpg,Mild Impairment,No Impairment,False
23 (14).jpg,Mild Impairment,No Impairment,False
23 (20).jpg,Mild Impairment,Very Mild Impairment,False
23 (24).jpg,Mild Impairment,No Impairment,False
23 (27).jpg,Mild Impairment,Mild Impairment,True
23 (3).jpg,Mild Impairment,No Impairment,False
23 (9).jpg,Mild Impairment,Very Mild Impairment,False
23.jpg,Mild Impairment,No Impairment,False
24 (10).jpg,Mild Impairment,No Impairment,False
24 (17).jpg,Mild Impairment,No Impairment,False
24 (19).jpg,Mild Impairment,Very Mild Impairment,False
24 (2).jpg,Mild Impairment,No Impairment,False
24 (25).jpg,Mild Impairment,No Impairment,False
24 (3).jpg,Mild Impairment,No Impairment,False
24 (8).jpg,Mild Impairment,Very Mild Impairment,False
24.jpg,Mild Impairment,No Impairment,False
25 (15).jpg,Mild Impairment,Mild Impairment,True
25 (22).jpg,Mild Impairment,Very Mild Impairment,False
25 (23).jpg,Mild Impairment,Mild Impairment,True
25 (24).jpg,Mild Impairment,Very Mild Impairment,False
25 (25).jpg,Mild Impairment,No Impairment,False
25 (8).jpg,Mild Impairment,No Impairment,False
26 (15).jpg,Mild Impairment,Mild Impairment,True
26 (18).jpg,Mild Impairment,Mild Impairment,True
26 (21).jpg,Mild Impairment,Mild Impairment,True
26 (23).jpg,Mild Impairment,Very Mild Impairment,False
26 (24).jpg,Mild Impairment,No Impairment,False
26 (25).jpg,Mild Impairment,Very Mild Impairment,False
26 (3).jpg,Mild Impairment,No Impairment,False
27 (14).jpg,Mild Impairment,Very Mild Impairment,False
27 (7).jpg,Mild Impairment,No Impairment,False
28 (15).jpg,Mild Impairment,Mild Impairment,True
28 (17).jpg,Mild Impairment,No Impairment,False
28 (19).jpg,Mild Impairment,No Impairment,False
28 (24).jpg,Mild Impairment,No Impairment,False
28 (25).jpg,Mild Impairment,No Impairment,False
28 (28).jpg,Mild Impairment,No Impairment,False
28 (9).jpg,Mild Impairment,Mild Impairment,True
29 (19).jpg,Mild Impairment,No Impairment,False
29 (4).jpg,Mild Impairment,No Impairment,False
3 (24).jpg,Mild Impairment,Mild Impairment,True
3 (5).jpg,Mild Impairment,Mild Impairment,True
30 (20).jpg,Mild Impairment,Mild Impairment,True
30 (22).jpg,Mild Impairment,Very Mild Impairment,False
30 (26).jpg,Mild Impairment,No Impairment,False
30 (4).jpg,Mild Impairment,No Impairment,False
30 (7).jpg,Mild Impairment,No Impairment,False
31 (14).jpg,Mild Impairment,Very Mild Impairment,False
31 (17).jpg,Mild Impairment,No Impairment,False
31 (21).jpg,Mild Impairment,Mild Impairment,True
31 (23).jpg,Mild Impairment,Very Mild Impairment,False
31 (28).jpg,Mild Impairment,No Impairment,False
31 (8).jpg,Mild Impairment,No Impairment,False
31 (9).jpg,Mild Impairment,Mild Impairment,True
31.jpg,Mild Impairment,Mild Impairment,True
32 (11).jpg,Mild Impairment,Mild Impairment,True
32 (14).jpg,Mild Impairment,Very Mild Impairment,False
32 (16).jpg,Mild Impairment,Mild Impairment,True
32 (20).jpg,Mild Impairment,Mild Impairment,True
32 (24).jpg,Mild Impairment,Very Mild Impairment,False
32 (6).jpg,Mild Impairment,No Impairment,False
4 (14).jpg,Mild Impairment,Mild Impairment,True
4 (2).jpg,Mild Impairment,Mild Impairment,True
4 (26).jpg,Mild Impairment,Very Mild Impairment,False
4 (9).jpg,Mild Impairment,Mild Impairment,True
5 (15).jpg,Mild Impairment,Mild Impairment,True
5 (20).jpg,Mild Impairment,Mild Impairment,True
5 (26).jpg,Mild Impairment,Very Mild Impairment,False
5 (5).jpg,Mild Impairment,Very Mild Impairment,False
6 (14).jpg,Mild Impairment,No Impairment,False
6 (16).jpg,Mild Impairment,Mild Impairment,True
6 (17).jpg,Mild Impairment,Mild Impairment,True
6 (21).jpg,Mild Impairment,Very Mild Impairment,False
6 (28).jpg,Mild Impairment,Mild Impairment,True
6 (3).jpg,Mild Impairment,Mild Impairment,True
6 (7).jpg,Mild Impairment,Mild Impairment,True
7 (12).jpg,Mild Impairment,Very Mild Impairment,False
7 (16).jpg,Mild Impairment,No Impairment,False
7 (2).jpg,Mild Impairment,Very Mild Impairment,False
7 (26).jpg,Mild Impairment,Very Mild Impairment,False
7 (4).jpg,Mild Impairment,Mild Impairment,True
8 (10).jpg,Mild Impairment,Very Mild Impairment,False
8 (13).jpg,Mild Impairment,Very Mild Impairment,False
8 (15).jpg,Mild Impairment,Moderate Impairment,False
8 (18).jpg,Mild Impairment,Mild Impairment,True
8 (21).jpg,Mild Impairment,Moderate Impairment,False
8 (22).jpg,Mild Impairment,Mild Impairment,True
8 (28).jpg,Mild Impairment,Moderate Impairment,False
8 (3).jpg,Mild Impairment,Very Mild Impairment,False
8 (9).jpg,Mild Impairment,Moderate Impairment,False
8.jpg,Mild Impairment,Very Mild Impairment,False
9 (11).jpg,Mild Impairment,Very Mild Impairment,False
9 (16).jpg,Mild Impairment,No Impairment,False
9 (2).jpg,Mild Impairment,No Impairment,False
9 (5).jpg,Mild Impairment,Very Mild Impairment,False
12.jpg,Moderate Impairment,Mild Impairment,False
13 (2).jpg,Moderate Impairment,Moderate Impairment,True
14.jpg,Moderate Impairment,Mild Impairment,False
16 (2).jpg,Moderate Impairment,No Impairment,False
17 (2).jpg,Moderate Impairment,No Impairment,False
17.jpg,Moderate Impairment,No Impairment,False
18.jpg,Moderate Impairment,No Impairment,False
19.jpg,Moderate Impairment,No Impairment,False
22 (2).jpg,Moderate Impairment,Mild Impairment,False
27 (2).jpg,Moderate Impairment,Very Mild Impairment,False
27.jpg,Moderate Impairment,No Impairment,False
9 (2).jpg,Moderate Impairment,Moderate Impairment,True
